"Date","Price","Open","High","Low","Vol.","Change %"
"04/13/2026","681.31","677.72","683.87","677.01","515.99K","1.13%"
"04/10/2026","673.73","685.34","687.00","665.00","499.99K","-2.44%"
"04/09/2026","690.57","689.70","698.53","685.00","777.24K","0.45%"
"04/08/2026","687.47","677.47","690.79","673.50","1.30M","-0.44%"
"04/07/2026","690.50","690.14","696.78","686.39","608.49K","-0.76%"
"04/06/2026","695.79","701.00","703.06","687.95","792.55K","-0.96%"
"04/02/2026","702.50","700.70","708.55","698.19","613.28K","0.79%"
"04/01/2026","697.00","689.34","702.18","684.75","551.45K","2.16%"
"03/31/2026","682.24","679.86","685.52","667.28","551.31K","1.59%"
"03/30/2026","671.59","689.04","693.01","663.92","927.45K","-1.09%"
"03/27/2026","679.00","692.26","693.84","677.96","581.87K","-1.88%"
"03/26/2026","691.99","689.65","696.93","687.47","543.20K","0.11%"
"03/25/2026","691.21","685.48","692.79","681.80","579.72K","1.33%"
"03/24/2026","682.16","670.00","689.29","668.20","730.96K","0.32%"
"03/23/2026","680.00","705.85","706.73","678.74","1.23M","-3.81%"
"03/20/2026","706.95","714.72","717.34","701.00","1.72M","-1.01%"
"03/19/2026","714.15","719.08","728.00","707.01","849.92K","-1.47%"
"03/18/2026","724.84","729.99","731.17","720.00","545.69K","0.11%"
"03/17/2026","724.03","734.44","736.87","720.80","764.79K","-1.62%"
"03/16/2026","735.96","733.53","737.40","726.17","604.69K","0.31%"
"03/13/2026","733.71","739.95","746.89","728.34","481.85K","-0.35%"
"03/12/2026","736.30","736.44","746.18","726.58","753.64K","0.43%"
"03/11/2026","733.18","730.74","742.10","728.57","622.72K","-0.24%"
"03/10/2026","734.98","738.00","744.97","730.19","642.32K","-1.65%"
"03/09/2026","747.34","763.00","765.58","744.57","910.40K","-1.16%"
"03/06/2026","756.13","742.27","758.68","738.01","772.87K","2.18%"
"03/05/2026","740.01","749.64","751.94","734.35","919.56K","-1.83%"
"03/04/2026","753.84","757.50","758.28","737.75","1.21M","-0.69%"
"03/03/2026","759.11","768.85","774.00","751.87","1.30M","-1.16%"
"03/02/2026","768.02","745.00","768.22","739.81","1.47M","6.02%"
"02/27/2026","724.38","720.00","727.29","714.81","896.42K","1.90%"
"02/26/2026","710.90","703.00","713.81","700.17","588.07K","1.03%"
"02/25/2026","703.65","727.40","728.50","691.03","1.63M","-3.31%"
"02/24/2026","727.73","726.56","734.58","710.47","734.96K","0.32%"
"02/23/2026","725.39","721.26","731.45","719.42","567.19K","0.25%"
"02/20/2026","723.56","735.00","737.75","718.01","744.14K","-1.81%"
"02/19/2026","736.87","727.26","745.55","727.26","1.01M","1.66%"
"02/18/2026","724.83","709.97","725.55","702.49","1.19M","3.38%"
"02/17/2026","701.12","702.56","708.00","698.73","614.51K","-0.21%"
"02/13/2026","702.57","696.80","709.00","696.26","676.16K","1.08%"
"02/12/2026","695.06","680.75","696.72","679.92","887.44K","2.39%"
"02/11/2026","678.83","682.34","688.11","674.75","865.35K","-0.90%"
"02/10/2026","685.00","702.32","702.32","684.37","956.32K","-1.87%"
"02/09/2026","698.02","712.15","715.61","698.00","694.08K","-1.56%"
"02/06/2026","709.11","702.00","711.88","699.53","635.16K","1.81%"
"02/05/2026","696.50","680.25","704.18","679.00","845.70K","0.98%"
"02/04/2026","689.75","705.75","709.39","677.39","1.73M","-2.16%"
"02/03/2026","704.98","694.20","707.66","685.50","942.71K","2.91%"
"02/02/2026","685.02","685.00","690.47","675.40","1.18M","-1.05%"
"01/30/2026","692.26","688.00","697.67","681.10","953.19K","-0.44%"
"01/29/2026","695.35","695.45","705.45","686.05","1.06M","0.90%"
"01/28/2026","689.13","674.46","690.74","664.00","1.22M","1.53%"
"01/27/2026","678.74","649.65","683.01","636.00","1.36M","2.69%"
"01/26/2026","660.97","670.00","671.45","659.11","1.02M","-1.78%"
"01/23/2026","672.95","674.20","677.30","668.51","597.95K","0.37%"
"01/22/2026","670.44","661.18","671.10","660.00","602.17K","0.95%"
"01/21/2026","664.16","658.97","669.63","654.66","1.01M","1.04%"
"01/20/2026","657.30","665.93","674.75","653.02","1.00M","-1.44%"
"01/16/2026","666.90","657.60","669.68","657.26","969.32K","1.88%"
"01/15/2026","654.61","640.37","658.41","632.98","965.72K","0.23%"
"01/14/2026","653.14","625.00","654.52","624.85","1.48M","4.42%"
"01/13/2026","625.50","639.16","639.79","619.68","1.15M","-0.61%"
"01/12/2026","629.32","623.63","635.76","623.38","1.26M","1.70%"
"01/09/2026","618.82","590.68","619.78","590.68","1.45M","4.74%"
"01/08/2026","590.79","617.88","638.84","585.95","3.61M","2.39%"
"01/07/2026","577.01","616.42","617.99","574.51","1.67M","-5.50%"
"01/06/2026","610.61","614.56","619.20","606.82","997.99K","-0.12%"
"01/05/2026","611.32","593.96","611.37","591.20","941.89K","4.38%"
"01/02/2026","585.66","569.59","585.85","564.50","477.42K","2.71%"
"12/31/2025","570.21","575.21","577.00","570.02","419.63K","-0.76%"
"12/30/2025","574.57","578.89","580.12","574.31","526.28K","-0.56%"
"12/29/2025","577.78","577.92","580.76","576.88","250.06K","0.07%"
"12/26/2025","577.37","582.71","582.71","575.45","230.39K","-0.86%"
"12/24/2025","582.35","581.23","587.29","581.14","202.61K","0.39%"
"12/23/2025","580.06","585.28","586.00","576.70","564.76K","-0.79%"
"12/22/2025","584.66","568.90","585.28","568.90","530.05K","2.85%"
"12/19/2025","568.46","558.47","570.96","557.97","1.33M","1.60%"
"12/18/2025","559.52","564.00","569.93","558.06","950.16K","-0.83%"
"12/17/2025","564.19","562.79","572.30","557.59","761.81K","-0.80%"
"12/16/2025","568.72","573.50","574.20","565.84","488.15K","-1.23%"
"12/15/2025","575.79","569.14","575.79","568.57","448.89K","1.06%"
"12/12/2025","569.76","563.19","571.60","560.50","784.47K","1.74%"
"12/11/2025","560.04","557.56","568.66","556.93","618.25K","0.84%"
"12/10/2025","555.36","549.00","558.61","546.52","680.05K","0.86%"
"12/09/2025","550.63","554.12","557.74","550.25","411.02K","-0.53%"
"12/08/2025","553.56","549.00","553.61","546.51","706.02K","0.84%"
"12/05/2025","548.97","551.50","552.28","544.16","785.55K","-0.73%"
"12/04/2025","553.00","552.84","560.00","551.55","753.13K","-0.06%"
"12/03/2025","553.32","549.56","554.52","546.49","889.96K","1.16%"
"12/02/2025","546.97","546.68","551.28","545.17","779.36K","0.27%"
"12/01/2025","545.51","567.73","568.50","543.66","795.04K","-4.67%"
"11/28/2025","572.25","567.35","573.68","566.63","421.75K","0.91%"
"11/26/2025","567.11","569.61","582.60","567.08","445.84K","-0.41%"
"11/25/2025","569.42","565.70","574.50","565.70","919.54K","0.68%"
"11/24/2025","565.56","562.92","566.27","560.00","731.70K","-0.20%"
"11/21/2025","566.70","568.28","571.67","563.08","943.95K","-0.11%"
"11/20/2025","567.35","570.88","573.26","563.51","688.17K","0.42%"
"11/19/2025","565.00","560.39","567.20","557.46","665.42K","-0.31%"
"11/18/2025","566.76","565.00","573.30","564.17","1.05M","0.66%"
"11/17/2025","563.03","559.98","563.08","556.29","913.01K","0.90%"
"11/14/2025","558.00","557.75","562.03","553.36","742.58K","0.00%"
"11/13/2025","558.00","563.24","563.41","556.84","828.40K","-0.10%"
"11/12/2025","558.57","565.18","569.15","558.40","669.77K","-1.44%"
"11/11/2025","566.74","564.48","570.79","559.00","743.41K","0.67%"
"11/10/2025","562.98","564.80","567.06","557.39","1.08M","-0.99%"
"11/07/2025","568.61","571.97","571.97","562.44","646.06K","-0.59%"
"11/06/2025","571.96","570.00","578.04","569.95","610.82K","0.26%"
"11/05/2025","570.50","572.77","579.53","569.74","535.80K","-1.15%"
"11/04/2025","577.14","574.49","579.59","568.40","494.37K","0.30%"
"11/03/2025","575.41","580.44","581.19","571.68","657.83K","-1.38%"
"10/31/2025","583.45","579.15","586.63","575.82","840.20K","0.84%"
"10/30/2025","578.60","585.94","591.73","577.74","1.10M","-1.09%"
"10/29/2025","584.99","590.00","594.22","582.51","723.54K","-1.69%"
"10/28/2025","595.05","594.50","598.95","591.24","714.93K","-0.15%"
"10/27/2025","595.95","604.87","605.65","595.00","501.26K","-1.59%"
"10/24/2025","605.58","606.35","608.50","597.08","564.83K","-0.03%"
"10/23/2025","605.74","599.73","609.82","598.01","655.58K","1.55%"
"10/22/2025","596.48","597.07","605.96","595.65","1.12M","-0.48%"
"10/21/2025","599.35","589.96","604.89","571.36","1.75M","-0.44%"
"10/20/2025","602.00","599.66","602.90","596.21","1.08M","1.26%"
"10/17/2025","594.50","597.00","601.65","591.68","825.20K","-0.75%"
"10/16/2025","598.98","611.00","611.80","597.59","781.93K","-1.63%"
"10/15/2025","608.93","625.05","627.05","600.08","666.90K","-2.87%"
"10/14/2025","626.93","619.48","627.41","618.07","437.59K","1.30%"
"10/13/2025","618.88","619.97","624.05","616.90","452.76K","-0.74%"
"10/10/2025","623.49","633.36","635.24","619.41","660.10K","-1.81%"
"10/09/2025","635.01","638.00","640.90","631.37","1.01M","-0.46%"
"10/08/2025","637.95","630.00","638.54","625.55","939.16K","2.63%"
"10/07/2025","621.63","622.85","627.81","618.40","838.23K","0.50%"
"10/06/2025","618.52","609.12","619.71","609.00","540.31K","1.47%"
"10/03/2025","609.54","607.00","610.64","605.30","435.95K","0.75%"
"10/02/2025","605.01","603.80","607.26","601.96","453.95K","-0.07%"
"10/01/2025","605.42","607.22","610.85","603.01","558.36K","-0.64%"
"09/30/2025","609.32","593.10","610.12","593.10","803.10K","2.58%"
"09/29/2025","593.99","598.31","604.13","591.51","777.14K","-0.09%"
"09/26/2025","594.52","589.49","594.96","586.85","511.02K","1.49%"
"09/25/2025","585.77","590.00","593.75","582.48","1.07M","-0.09%"
"09/24/2025","586.27","580.64","589.60","577.00","784.17K","1.59%"
"09/23/2025","577.08","576.00","580.66","571.08","656.28K","0.16%"
"09/22/2025","576.15","573.69","577.65","570.26","566.75K","0.54%"
"09/19/2025","573.03","571.91","576.15","565.50","1.48M","-0.13%"
"09/18/2025","573.75","572.00","576.98","568.32","798.95K","-0.58%"
"09/17/2025","577.08","579.10","585.00","576.39","790.27K","-0.39%"
"09/16/2025","579.36","578.00","587.24","575.95","1.10M","0.84%"
"09/15/2025","574.54","574.00","576.47","571.11","804.62K","-0.25%"
"09/12/2025","575.96","582.34","583.13","575.18","717.91K","-1.20%"
"09/11/2025","582.95","579.31","585.76","578.00","901.13K","0.53%"
"09/10/2025","579.87","571.24","580.84","570.00","547.46K","1.44%"
"09/09/2025","571.63","580.46","580.49","571.44","482.59K","-1.76%"
"09/08/2025","581.90","574.99","582.13","571.36","814.13K","0.19%"
"09/05/2025","580.80","579.34","581.16","574.82","633.71K","0.18%"
"09/04/2025","579.76","581.71","581.94","576.00","505.55K","-0.22%"
"09/03/2025","581.01","586.53","588.00","577.69","463.17K","-1.41%"
"09/02/2025","589.32","591.88","596.16","585.26","635.90K","-0.12%"
"08/29/2025","590.04","587.90","591.57","587.08","528.59K","0.36%"
"08/28/2025","587.90","586.61","587.94","580.90","479.16K","0.22%"
"08/27/2025","586.61","594.55","594.55","585.04","679.48K","-1.08%"
"08/26/2025","593.02","588.39","595.85","588.11","1.00M","1.07%"
"08/25/2025","586.74","592.00","595.40","586.05","478.20K","-0.96%"
"08/22/2025","592.44","599.79","600.99","591.37","616.74K","-0.80%"
"08/21/2025","597.21","593.00","598.83","591.31","610.29K","0.79%"
"08/20/2025","592.54","589.84","595.32","587.77","610.48K","1.08%"
"08/19/2025","586.23","584.00","589.48","582.22","470.84K","0.24%"
"08/18/2025","584.82","587.47","592.22","583.54","922.40K","0.15%"
"08/15/2025","583.96","583.41","586.75","580.92","667.58K","0.04%"
"08/14/2025","583.72","583.89","585.28","580.93","543.33K","0.28%"
"08/13/2025","582.09","582.49","586.89","576.22","745.68K","0.22%"
"08/12/2025","580.80","579.21","581.63","577.62","643.89K","0.10%"
"08/11/2025","580.24","579.81","583.78","575.45","744.80K","-0.15%"
"08/08/2025","581.11","587.71","591.07","579.15","749.48K","-1.07%"
"08/07/2025","587.38","583.21","588.23","580.00","626.64K","-0.32%"
"08/06/2025","589.29","590.00","593.48","586.70","992.56K","-0.11%"
"08/05/2025","589.95","590.22","594.68","586.01","905.82K","0.03%"
"08/04/2025","589.75","585.69","592.16","584.13","970.35K","0.56%"
"08/01/2025","586.44","577.14","587.88","572.95","1.01M","1.70%"
"07/31/2025","576.61","572.00","577.38","568.89","850.67K","0.66%"
"07/30/2025","572.81","572.94","573.81","568.71","661.77K","-0.07%"
"07/29/2025","573.22","571.40","573.30","568.19","682.78K","0.81%"
"07/28/2025","568.62","569.24","570.00","563.64","679.71K","-0.20%"
"07/25/2025","569.74","568.00","570.16","563.30","635.76K","0.22%"
"07/24/2025","568.48","568.25","576.86","566.58","974.95K","0.00%"
"07/23/2025","568.50","562.35","568.67","551.80","1.25M","0.84%"
"07/22/2025","563.79","536.01","567.12","535.52","2.40M","9.41%"
"07/21/2025","515.29","518.31","523.98","514.39","832.87K","-0.72%"
"07/18/2025","519.04","523.35","528.27","515.64","874.06K","-0.91%"
"07/17/2025","523.83","519.00","525.52","518.64","621.05K","0.79%"
"07/16/2025","519.70","516.84","520.78","514.06","483.66K","0.56%"
"07/15/2025","516.82","519.40","523.46","516.15","539.57K","-0.82%"
"07/14/2025","521.11","517.00","523.76","513.33","790.44K","1.27%"
"07/11/2025","514.60","513.70","515.20","508.02","748.97K","0.14%"
"07/10/2025","513.87","506.55","514.93","504.98","624.13K","1.17%"
"07/09/2025","507.94","505.81","508.40","502.30","608.96K","0.61%"
"07/08/2025","504.85","501.00","506.93","500.83","669.57K","-0.60%"
"07/07/2025","507.92","506.20","509.60","503.20","653.56K","0.74%"
"07/03/2025","504.20","500.26","505.19","498.61","381.83K","1.06%"
"07/02/2025","498.90","493.00","499.02","489.52","817.52K","-0.92%"
"07/01/2025","503.53","499.95","504.81","496.38","651.57K","0.71%"
"06/30/2025","499.98","495.31","501.08","493.96","644.14K","1.21%"
"06/27/2025","494.00","490.95","494.68","489.26","874.36K","0.07%"
"06/26/2025","493.66","489.19","497.04","487.68","876.45K","1.38%"
"06/25/2025","486.92","488.00","488.46","483.84","724.83K","0.60%"
"06/24/2025","484.00","494.80","495.12","481.28","930.62K","-3.14%"
"06/23/2025","499.67","500.81","508.32","496.44","978.83K","0.40%"
"06/20/2025","497.70","496.62","499.86","488.00","916.35K","0.62%"
"06/18/2025","494.65","504.42","506.60","493.58","792.68K","-1.85%"
"06/17/2025","503.97","502.00","505.85","498.06","764.30K","1.30%"
"06/16/2025","497.52","510.81","515.00","495.58","1.17M","-3.72%"
"06/13/2025","516.72","504.00","519.43","503.20","1.84M","3.94%"
"06/12/2025","497.13","488.82","497.32","487.95","635.18K","1.77%"
"06/11/2025","488.46","483.57","488.71","472.02","895.25K","-0.07%"
"06/10/2025","488.80","491.53","491.53","486.64","535.91K","-0.52%"
"06/09/2025","491.36","490.00","492.11","483.76","617.72K","0.40%"
"06/06/2025","489.41","488.59","491.43","486.56","372.48K","0.26%"
"06/05/2025","488.12","492.95","492.95","484.53","634.32K","-0.65%"
"06/04/2025","491.29","490.00","495.90","488.05","766.89K","0.63%"
"06/03/2025","488.22","483.00","488.63","481.75","578.46K","1.00%"
"06/02/2025","483.38","481.13","483.85","478.92","765.35K","-0.29%"
"05/30/2025","484.77","480.00","485.99","475.06","1.30M","1.12%"
"05/29/2025","479.39","471.18","480.25","468.50","864.03K","0.86%"
"05/28/2025","475.32","477.74","478.09","473.70","924.35K","-0.03%"
"05/27/2025","475.47","471.62","475.66","470.30","868.71K","0.85%"
"05/23/2025","471.46","472.07","472.97","468.29","679.24K","-0.30%"
"05/22/2025","472.88","471.53","475.65","468.98","922.36K","-0.22%"
"05/21/2025","473.90","481.11","481.11","472.34","902.98K","-0.57%"
"05/20/2025","476.60","469.89","477.87","469.89","1.00M","1.16%"
"05/19/2025","471.12","476.12","476.12","469.28","959.07K","-0.43%"
"05/16/2025","473.17","469.61","473.56","466.38","1.15M","0.88%"
"05/15/2025","469.05","461.44","470.89","459.25","1.12M","2.79%"
"05/14/2025","456.30","461.38","465.00","453.01","1.27M","-3.05%"
"05/13/2025","470.67","478.70","479.98","470.63","883.93K","-1.77%"
"05/12/2025","479.16","479.95","482.79","471.55","1.29M","-0.72%"
"05/09/2025","482.62","484.86","485.12","475.88","639.69K","-0.36%"
"05/08/2025","484.37","486.68","489.84","483.63","920.97K","-0.34%"
"05/07/2025","486.04","486.73","488.70","481.00","875.41K","-0.30%"
"05/06/2025","487.48","491.48","493.09","484.98","655.19K","-1.19%"
"05/05/2025","493.33","493.58","496.21","489.48","830.41K","0.39%"
"05/02/2025","491.42","492.72","498.53","478.77","1.73M","0.98%"
"05/01/2025","486.67","485.17","488.17","482.09","1.19M","0.03%"
"04/30/2025","486.50","484.09","487.82","475.54","1.31M","0.91%"
"04/29/2025","482.10","483.79","487.11","480.00","977.36K","-0.25%"
"04/28/2025","483.31","475.55","487.00","475.55","1.82M","2.14%"
"04/25/2025","473.20","465.30","473.49","458.35","1.33M","2.19%"
"04/24/2025","463.07","469.56","471.24","462.48","1.81M","-2.03%"
"04/23/2025","472.65","466.67","478.82","460.36","1.93M","1.85%"
"04/22/2025","464.08","484.75","494.20","450.13","4.79M","-12.66%"
"04/21/2025","531.33","540.00","540.00","526.45","1.34M","-1.68%"
"04/17/2025","540.39","530.08","544.76","530.08","1.10M","0.54%"
"04/16/2025","537.51","537.11","544.00","534.13","1.38M","1.54%"
"04/15/2025","529.36","534.61","536.55","528.00","927.07K","-1.21%"
"04/14/2025","535.82","529.84","538.68","525.71","714.37K","0.34%"
"04/11/2025","533.99","516.09","537.75","514.19","1.18M","3.47%"
"04/10/2025","516.09","511.47","521.55","503.29","1.07M","0.74%"
"04/09/2025","512.30","483.11","519.50","480.90","1.61M","4.13%"
"04/08/2025","491.97","500.00","503.01","487.58","1.23M","2.16%"
"04/07/2025","481.57","480.14","495.00","472.96","1.97M","-0.81%"
"04/04/2025","485.52","513.50","516.78","484.89","1.69M","-5.76%"
"04/03/2025","515.17","512.56","525.00","512.50","1.06M","0.58%"
"04/02/2025","512.18","510.61","514.50","508.04","750.85K","-0.18%"
"04/01/2025","513.10","514.54","517.31","509.38","710.78K","0.21%"
"03/31/2025","512.01","512.00","518.89","508.48","981.89K","-0.04%"
"03/28/2025","512.19","513.64","516.85","507.13","730.61K","-0.32%"
"03/27/2025","513.82","514.06","518.69","511.91","929.00K","1.32%"
"03/26/2025","507.14","508.81","510.91","504.77","821.13K","0.10%"
"03/25/2025","506.62","498.00","509.42","496.00","991.51K","2.33%"
"03/24/2025","495.08","491.00","495.50","489.09","626.70K","0.89%"
"03/21/2025","490.72","490.21","494.79","483.99","2.08M","0.30%"
"03/20/2025","489.23","490.50","492.83","487.02","685.63K","-0.47%"
"03/19/2025","491.52","490.58","497.66","486.00","846.82K","0.35%"
"03/18/2025","489.81","491.00","494.20","488.23","620.07K","-0.14%"
"03/17/2025","490.50","484.48","492.99","484.19","748.30K","1.15%"
"03/14/2025","484.93","487.29","497.36","483.07","1.40M","-1.15%"
"03/13/2025","490.59","474.61","492.60","471.89","1.33M","3.26%"
"03/12/2025","475.10","489.04","492.00","474.50","1.14M","-3.85%"
"03/11/2025","494.11","494.00","495.45","484.80","1.56M","-0.27%"
"03/10/2025","495.45","486.44","510.21","483.71","1.57M","1.84%"
"03/07/2025","486.52","473.12","491.10","472.23","1.03M","2.38%"
"03/06/2025","475.20","475.65","477.07","465.20","941.68K","0.21%"
"03/05/2025","474.20","466.74","479.64","466.59","1.19M","2.24%"
"03/04/2025","463.83","471.43","480.88","463.14","1.34M","-2.02%"
"03/03/2025","473.41","466.36","473.81","463.16","1.26M","2.53%"
"02/28/2025","461.74","460.75","464.93","455.93","901.03K","0.38%"
"02/27/2025","459.97","455.97","464.00","455.88","1.13M","1.12%"
"02/26/2025","454.87","458.27","458.90","452.73","738.92K","-1.33%"
"02/25/2025","461.01","451.85","462.56","450.84","1.24M","2.46%"
"02/24/2025","449.94","450.23","456.51","449.20","1.51M","0.44%"
"02/21/2025","447.96","437.83","450.09","437.83","1.68M","2.25%"
"02/20/2025","438.11","429.08","439.00","426.24","1.22M","1.08%"
"02/19/2025","433.45","443.47","451.08","430.00","1.78M","-1.79%"
"02/18/2025","441.36","445.35","448.95","439.45","1.07M","0.56%"
"02/14/2025","438.90","453.74","453.99","434.15","2.04M","-3.55%"
"02/13/2025","455.06","472.26","474.74","453.62","1.25M","-3.36%"
"02/12/2025","470.86","472.24","477.47","469.26","807.08K","-0.63%"
"02/11/2025","473.84","475.62","475.83","468.42","539.05K","-0.11%"
"02/10/2025","474.37","469.81","477.08","468.53","804.83K","1.24%"
"02/07/2025","468.58","468.36","474.14","465.87","820.01K","0.44%"
"02/06/2025","466.55","470.85","472.74","462.24","789.95K","-1.23%"
"02/05/2025","472.34","484.99","486.00","470.93","1.08M","-2.08%"
"02/04/2025","482.39","486.60","487.79","481.42","525.93K","-1.10%"
"02/03/2025","487.75","488.41","493.33","481.66","763.38K","0.10%"
"01/31/2025","487.27","484.00","488.10","478.50","795.03K","0.81%"
"01/30/2025","483.37","472.00","485.00","469.73","1.47M","0.38%"
"01/29/2025","481.54","486.64","492.76","480.24","873.55K","-1.05%"
